id,city,url,lat,lng,Service Category,Services Provided
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Health card and insurance (OHIP),Change address on a health card
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Photo card,Replace an Ontario photo card
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Health card and insurance (OHIP),Change the name on a health card
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Driver and vehicle records,Order driver's records
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Health card and insurance (OHIP),Replace a health card
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Driver and vehicle records,Order a used vehicle information package
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Driver and vehicle records,Order a vehicle record
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Driver and vehicle records,Order the most recent owner abstract (uncertified)
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Driver and vehicle records,Get or renew a commercial vehicle operator record
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Driver and vehicle records,Order an off-road vehicle's history record
11767,Englehart,/locations/serviceontario/4th-and-3rd-englehart,47.825504,-79.87275,Driver and vehicle records,Order a snow vehicle's history record
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Apostille/Authentication of Documents,Commissioner of Oaths
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Housing and property,File an application with the Landlord and Tenant Board
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Photo card,Get an Ontario photo card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Accessible parking permit,Get an accessible parking permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Organ and tissue donation,Register to be an organ and tissue donor
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Register a vehicle
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Switch to a photo health card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Apply for a health card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Accessible parking permit,Change information on an accessible parking permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Renew a driver's licence
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Photo card,Renew an Ontario Photo Card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Change address on a driver's licence
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Photo card,Change information on an Ontario photo card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Birth, marriage and death",Get or replace a marriage certificate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay beer or wine tax
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Renew a health card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Accessible parking permit,Renew or replace an accessible parking permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Change address on a health card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Photo card,Replace an Ontario photo card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Change the name on a health card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Birth, marriage and death",Order a death certificate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay corporations tax insurance premium
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Replace a driver's licence
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay corporations tax payment-in-lieu
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Replace a health card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Retake a driver's licence photo
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Change a driver's licence class
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Change a driver's licence endorsement
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,File an employer health tax return
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay employer health tax
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Reinstate a driver's licence
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver and vehicle records,Order driver's records
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Pay defaulted driver fines
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Licence plate renewal
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Change address on an Outdoors card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Get a temporary licence plate sticker
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Get or renew an Outdoors card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay fuel tax
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Replace an Outdoors card
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay IFTA
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay land transfer tax
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver and vehicle records,Order a used vehicle information package
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay mining tax
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Register to keep OHIP coverage while outside Canada
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Change address on a vehicle permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver and vehicle records,Order a vehicle record
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay retail sales tax on a boat or used vehicle
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Health card and insurance (OHIP),Resume OHIP coverage after moving back to Ontario
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Change name on a vehicle permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver and vehicle records,Order the most recent owner abstract (uncertified)
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Change status of a vehicle permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver and vehicle records,Get or renew a commercial vehicle operator record
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay retail sales tax insurance premium
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Replace a vehicle permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Taxes,Pay tobacco tax
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Replace a licence plate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Order a personalized licence plate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Renew or replace a driving instructor licence
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Replace a personalized licence plate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Buy a licence plate with graphic
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Order a sample personalized licence plate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Order a French slogan licence plate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Buy a personalized licence plate gift certificate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Buy a Crown land camping permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Get a dealer or service licence plate and permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver and vehicle records,Order an off-road vehicle's history record
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver and vehicle records,Order a snow vehicle's history record
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Get or replace an off-road vehicle permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Get or replace an off-road vehicle licence plate
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Get or replace a snow vehicle permit
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Vehicle permits, plates and stickers",Get a snow vehicle validation sticker
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Change information on a driver's licence
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,Driver's licences,Convert an enhanced driver's licence to a regular driver's licence
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Get a fishing licence (Canadian resident)
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Get a fishing licence (non-resident of Canada)
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Get a hunting licence (Ontario resident)
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Get a hunting licence (non-resident of Ontario)
11601,Rainy River,/locations/serviceontario/4th-and-atwood-rainy-river,48.7212,-94.568,"Fishing, hunting and camping",Get an export permit (non-resident of Ontario)
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Apostille/Authentication of Documents,Commissioner of Oaths
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Housing and property,File an application with the Landlord and Tenant Board
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Photo card,Get an Ontario photo card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Accessible parking permit,Get an accessible parking permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Organ and tissue donation,Register to be an organ and tissue donor
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Register a vehicle
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Switch to a photo health card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Apply for a health card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Accessible parking permit,Change information on an accessible parking permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Renew a driver's licence
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Photo card,Renew an Ontario Photo Card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Change address on a driver's licence
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Photo card,Change information on an Ontario photo card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Renew a health card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Accessible parking permit,Renew or replace an accessible parking permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Change address on a health card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Photo card,Replace an Ontario photo card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Change the name on a health card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Replace a driver's licence
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Replace a health card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Retake a driver's licence photo
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Reinstate a driver's licence
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver and vehicle records,Order driver's records
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Pay defaulted driver fines
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Licence plate renewal
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Change address on an Outdoors card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Get a temporary licence plate sticker
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Get or renew an Outdoors card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Replace an Outdoors card
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver and vehicle records,Order a used vehicle information package
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Register to keep OHIP coverage while outside Canada
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Change address on a vehicle permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver and vehicle records,Order a vehicle record
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Health card and insurance (OHIP),Resume OHIP coverage after moving back to Ontario
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Change name on a vehicle permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver and vehicle records,Order the most recent owner abstract (uncertified)
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Change status of a vehicle permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver and vehicle records,Get or renew a commercial vehicle operator record
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Replace a vehicle permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Replace a licence plate
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Order a personalized licence plate
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Renew or replace a driving instructor licence
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Replace a personalized licence plate
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Buy a licence plate with graphic
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Order a sample personalized licence plate
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Order a French slogan licence plate
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Buy a personalized licence plate gift certificate
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Get a dealer or service licence plate and permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver and vehicle records,Order an off-road vehicle's history record
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver and vehicle records,Order a snow vehicle's history record
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Get or replace an off-road vehicle permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Get or replace an off-road vehicle licence plate
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Get or replace a snow vehicle permit
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Vehicle permits, plates and stickers",Get a snow vehicle validation sticker
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Change information on a driver's licence
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,Driver's licences,Convert an enhanced driver's licence to a regular driver's licence
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Get a fishing licence (Canadian resident)
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Get a fishing licence (non-resident of Canada)
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Get a hunting licence (Ontario resident)
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Get a hunting licence (non-resident of Ontario)
13220,Morrisburg,/locations/serviceontario/5th-and-st-lawrence-morrisburg,44.899437,-75.185684,"Fishing, hunting and camping",Get an export permit (non-resident of Ontario)
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Photo card,Get an Ontario photo card
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Accessible parking permit,Get an accessible parking permit
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Organ and tissue donation,Register to be an organ and tissue donor
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,"Vehicle permits, plates and stickers",Register a vehicle
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Health card and insurance (OHIP),Switch to a photo health card
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Health card and insurance (OHIP),Apply for a health card
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Accessible parking permit,Change information on an accessible parking permit
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Driver's licences,Renew a driver's licence
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Photo card,Renew an Ontario Photo Card
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Driver's licences,Change address on a driver's licence
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Photo card,Change information on an Ontario photo card
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Health card and insurance (OHIP),Renew a health card
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Accessible parking permit,Renew or replace an accessible parking permit
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Health card and insurance (OHIP),Change address on a health card
125,Clinton,/locations/serviceontario/albert-and-rattenbury-clinton,43.61885,-81.53971,Photo card,Replace an Ontario photo card
